ID,Τύπος,"Κωδικός προϊόντος","GTIN, UPC, EAN, ή ISBN",Όνομα,Δημοσιευμένο,"Είναι προτεινόμενο;","Ορατότητα στον κατάλογο","Σύντομη περιγραφή",Περιγραφή,"Ημερομηνία έναρξης εκπτωτικής τιμής","Ημερομηνία λήξης εκπτωτικής τιμής","Κατάσταση φόρου","Κατηγορία φόρου","Σε απόθεμα;",Απόθεμα,"Χαμηλή ποσότητα αποθέματος","Να επιτρέπονται λίστες αναμονής;","Μεμονωμένη πώληση;","Βάρος (κ.)","Μήκος (cm)","Πλάτος (cm)","Ύψος (cm)","Να επιτρέπονται αξιολογήσεις πελάτη;","Σημείωση αγοράς","Τιμή προσφοράς","Κανονική τιμή",Κατηγορίες,Ετικέτες,"Κλάση αποστολής",Εικόνες,"Όριο μεταφόρτωσης","Ημέρες λήξης μεταφόρτωσης",Γονέας,"Ομαδοποιημένα προϊόντα","Αύξηση πωλήσεων","Προϊόντα παράλληλης πώλησης","Εξωτερικό URL","Κείμενο κουμπιού",Θέση,Μάρκες,"Όνομα ιδιότητας 1","Τιμή(ές) ιδιότητας 1","Ιδιότητα 1 ορατή","Ιδιότητα 1 καθολική","Όνομα ιδιότητας 2","Τιμή(ές) ιδιότητας 2","Ιδιότητα 2 ορατή","Ιδιότητα 2 καθολική","Όνομα ιδιότητας 3","Τιμή(ές) ιδιότητας 3","Ιδιότητα 3 ορατή","Ιδιότητα 3 καθολική","Meta: _supplier","Meta: _supplier_product_id","Meta: _barcode","Meta: _last_synced","Meta: _manufacturer","Meta: _tech_specs"
285319,simple,0603262,5208067214360,"Πολυθρόνα αλόρα",1,0,visible,,"<!DOCTYPE html> <html lang=""el""> <head> <meta charset=""UTF-8""> <title>Πολυθρόνα ALOR</title> </head> <body> <p>Η πολυθρόνα τραπεζαρίας εξωτερικού χώρου ALOR αποτελεί την επιτομή του σύγχρονου design. Με minimal γραμμές και εξαιρετική ποιότητα κατασκευής, συνδυάζει άψογα αισθητική και λειτουργικότητα.<br /> Δημιουργήστε το ιδανικό περιβάλλον για τους πελάτες σας σε καφέ ή εστιατόρια, ή απολαύστε την άνεση της στον προσωπικό σας εξωτερικό χώρο. Η επιλογή αυτή θα αναδείξει τον επαγγελματικό ή οικιακό σας χώρο, προσφέροντας μια μοναδική εμπειρία χαλάρωσης.</p> </body> </html>",,,taxable,,1,295,,0,0,4.7,55,47,74.5,1,,,"24,99","Κήπος & Εξωτερικός Χώρος",πολυθρόνα,,https://eboy.gr/app/uploads/sites/2/2026/05/polythrona-exotchoroy-fb9662404-polyprop.webp,,,,,,,,,0,B2BMarkt,ύψος,"74.5 εκ.",1,1,πλάτος,"47 εκ.",1,1,μήκος,"55 εκ.",1,1,B2BMarkt,76616,5208067214360,"2026-05-10 03:12:23",B2BMarkt,"<ul>
<li>Κατασκευή από πολυπροπυλένιο υψηλής αντοχής και ανθεκτικότητας</li>
<li>Ανθεκτική σε εξωτερικές συνθήκες, υγρασία και ηλιακή ακτινοβολία</li>
<li>Ελαφριά αλλά σταθερή δομή με ενισχυμένη στήριξη</li>
<li>Στοιβαζόμενη για εύκολη αποθήκευση και μεταφορά</li>
<li>Επιφάνεια από πολυπροπυλένιο με αντοχή στην φθορά</li>
<li>Μινιμαλιστικό design με καθαρές γραμμές</li>
</ul>"
285321,simple,9995571,,"Καναπές Lazio",1,0,visible,,"<p>Αναβαθμίστε την αυλή ή το μπαλκόνι σας με έναν καναπέ που συνδυάζει άψογα τη λειτουργικότητα με την κομψότητα. Ο Lazio είναι ένα σύνολο έπιπλων εξωτερικού χώρου σχεδιασμένο να προσφέρει στιγμές χαλάρωσης και στυλ.</p> <p>Η μοντέρνα αισθητική του μεταλλικού σκελετού σε γκρι απόχρωση συνδυάζεται αρμονικά με την ανθεκτική γυάλινη επιφάνεια, ενώ οι πολυθρόνες με το μοναδικό ύφασμα textilene προσφέρουν άνεση και αντοχή στη φθορά. Η προσεγμένη λεπτομέρεια στα ξύλινα μπράτσα προσθέτει μια κλασική νότα στην σύγχρονη σχεδίαση.</p>",,,taxable,,1,323,,0,0,32.4,60,110,71,1,,,"109,59","Κήπος & Εξωτερικός Χώρος",καναπές,,https://eboy.gr/app/uploads/sites/2/2026/05/set-trapezarias-5tmch-fb91083501-karekle.webp,,,,,,,,,0,B2BMarkt,ύψος,"71 εκ.",1,1,πλάτος,"110 εκ.",1,1,μήκος,"60 εκ.",1,1,B2BMarkt,76618,,"2026-05-10 03:12:54",B2BMarkt,"<ul>
<li>Μεταλλικός σκελετός τραπεζιού με διάμετρο σωλήνα Φ25mm και πάχος 0.8mm</li>
<li>Γυάλινη επιφάνεια τραπεζιού ενισχυμένη, θολή για αντιχαρακτική προστασία</li>
<li>Κάθισμα και πλάτη από ανθεκτικό ύφασμα textilene σε γκρι απόχρωση</li>
<li>Ξύλινα στοιχεία στα μπράτσα των πολυθρόνων</li>
<li>Ελάχιστη απαιτούμενη συντήρηση - καθαρισμός με υγρό πανί ή ήπια καθαριστικά</li>
<li>Ανθεκτικότητα στις εξωτερικές συνθήκες λόγω ενισχυμένης κατασκευής</li>
</ul>"
285323,simple,9995572,,"Καρέκλες τραπέζι Leone",1,0,visible,,"<p>Ανακαλύψτε το απόλυτο σετ τραπεζαρίας για τον εξωτερικό σας χώρο! Η σειρά Leone συνδυάζει μοναδικά τη λειτουργικότητα με την αισθητική αρτιότητα. Το εντυπωσιακό τραπέζι ξεχωρίζει με τον ανθεκτικό μεταλλικό σκελετό σε ματ μαύρο χρώμα και την ενισχυμένη θολή γυάλινη επιφάνεια που προσφέρει απαράμιλλη οπτική χάρη.</p> <p>Οι τέσσερις πολυθρόνες ολοκληρώνουν το σύνολο, διαθέτοντας άνετο κάθισμα από υψηλής ποιότητας textilene ύφασμα σε ματ μαύρο χρώμα. Η διακριτική ξύλινη λεπτομέρεια στα μπράτσα προσδίδει μια πινελιά κλασικής κομψότητας. Ιδανικό για στιγμές χαλάρωσης με οικογένεια και φίλους, δημιουργώντας αναμνήσεις που διαρκούν.</p>",,,taxable,,1,118,,0,0,32.4,60,110,71,1,,,"109,59","Κήπος & Εξωτερικός Χώρος",καρέκλα,,https://eboy.gr/app/uploads/sites/2/2026/05/set-trapezarias-5tmch-fb91083503-karekle.webp,,,,,,,,,0,B2BMarkt,ύψος,"71 εκ.",1,1,πλάτος,"110 εκ.",1,1,μήκος,"60 εκ.",1,1,B2BMarkt,76619,,"2026-05-10 03:13:25",B2BMarkt,"<ul>
<li>Μεταλλικός σκελετός από ανοξείδωτο ατσάλι Φ25 με πάχος 0.8mm για αντοχή στη φθορά και τις καιρικές συνθήκες.</li>
<li>Επιφάνεια τραπεζιού: Γυαλί θολό ενισχυμένο, ανθεκτικό σε υγρασία και θερμοκρασιακές μεταβολές.</li>
<li>Καθίσματα: Κατασκευασμένα από textilene ύφασμα υψηλής αντοχής στο χρόνο και την ηλιακή ακτινοβολία.</li>
<li>Μπράτσα: Ξύλινα με προστατευτική επεξεργασία για εξωτερική χρήση και αντοχή στη φθορά.</li>
<li>Απλή συντήρηση: Καθαρίζεται εύκολα με υγρό πανί ή ήπια καθαριστικά προϊόντα.</li>
</ul>"
285325,simple,0613112,5208067205788,"Πολυθρόνα τραπεζαρίας Cravin",1,0,visible,,"<!DOCTYPE html> <html lang=""el""> <head> <meta charset=""UTF-8""> </head> <body> <p>Ανακαλύψτε την πολυθρόνα τραπεζαρίας Cravin, τον τέλειο συνδυασμό κομψότητας και άνεσης για τους εξωτερικούς χώρους σας. Σχεδιασμένη με σεβασμό στη φύση, η Cravin ξεχωρίζει με το μοναδικό της στυλ που συνδυάζει αριστοτεχνικά το φυσικό ξύλο ακακίας με υψηλής ποιότητας μαξιλάρια.</p> <p>Προσθέστε μια πινελιά πολυτέλειας στον κήπο ή τη βεράντα σας, δημιουργώντας έναν χώρο όπου η χαλάρωση συναντά την αισθητική αρτιότητα. Η Cravin αποτελεί ιδανική επιλογή για επαγγελματίες του χώρου της εστίασης και λάτρεις του ποιοτικού outdoor design, προσφέροντας διαχρονική αξία που διαρκεί.</p> </body> </html>",,,taxable,,1,196,,0,0,10,61,58,74,1,,,"119,9","Κήπος & Εξωτερικός Χώρος",πολυθρόνα,,https://eboy.gr/app/uploads/sites/2/2026/05/polythrona-trapezarias-fb96441-xylo-akak.webp,,,,,,,,,0,B2BMarkt,ύψος,"74 εκ.",1,1,πλάτος,"58 εκ.",1,1,μήκος,"61 εκ.",1,1,B2BMarkt,76620,5208067205788,"2026-05-10 03:13:56",B2BMarkt,"<ul>
    <li>Σκελετός από μασίφ ξύλο ακακίας με φυσική επιφάνεια.</li>
    <li>Μαξιλάρια με πολυεστερική μπεζ ύφανση 230gr και αφρό πυκνότητας D25 για άνεση.</li>
    <li>Προστασία από εξωτερικές συνθήκες μέσω εφαρμογής λαδιού συντήρησης ξύλου ετησίως.</li>
    <li>Καθαρισμός με νωπό πανί και ήπιο σαπούνι, κατάλληλη για εξωτερική χρήση.</li>
    <li>Ανθεκτικά καλύμματα μαξιλαριών που προστατεύουν τα γεμίσματα αφρού.</li>
</ul>"
285327,simple,0612700,5208067181488,"Πολυθρόνα Lounge Monter",1,0,visible,,"<p>Ανακαλύψτε την πολυθρόνα Lounge Monter, το απόλυτο σημείο χαλάρωσης στον εξωτερικό σας χώρο. Συνδυάζει αρμονικά τη φυσική ομορφιά του ξύλου ακακίας με την κομψότητα του ανθεκτικού μπεζ σχοινιού δημιουργώντας μια μοναδική ατμόσφαιρα υψηλής αισθητικής. Η Monter αποτελεί την ιδανική επιλογή για όσους αναζητούν ένα στιβαρό και άνετο κάθισμα εξωτερικού χώρου, κατάλληλο τόσο για επαγγελματικούς όσο και για ιδιωτικούς χώρους.</p> <p>Ζήστε την απόλυτη εμπειρία χαλάρωσης χάρη στο προσεγμένο design και την ποιοτική κατασκευή της. Προσφέρει απαράμιλλη άνεση με κάθε χρήση, μετατρέποντας τον εξωτερικό σας χώρο σε ένα ονειρικό σημείο απόλαυσης. Η μοντέρνα αισθητική της ταιριάζει τέλεια σε κάθε περιβάλλον, δημιουργώντας έναν μοναδικό χώρο όπου η χαλάρωση συναντά την πολυτέλεια.</p>",,,taxable,,1,188,,0,0,11,60,63.5,69,1,,,"114,9","Κήπος & Εξωτερικός Χώρος",πολυθρόνα,,https://eboy.gr/app/uploads/sites/2/2026/05/polythrona-lounge-fb9624101-xylo-akakias.webp,,,,,,,,,0,B2BMarkt,ύψος,"69 εκ.",1,1,πλάτος,"63.5 εκ.",1,1,μήκος,"60 εκ.",1,1,B2BMarkt,76626,5208067181488,"2026-05-10 03:14:28",B2BMarkt,"<ul>
<li>Σκελετός από μασίφ ξύλο ακακίας με αντοχή στις εξωτερικές συνθήκες</li>
<li>Κάθισμα και πλάτη επενδυμένα με πολυεστερικό σχοινί 6mm σε μπεζ απόχρωση, ανθεκτικό στην ηλιακή ακτινοβολία</li>
<li>Ανθεκτική κατασκευή με φυσική υφή και ζεστή αισθητική</li>
<li>Προδιαγραφές για εφαρμογή προστατευτικού λαδιού συντήρησης</li>
<li>Σταθερή βάση με τετράγωνη διάταξη ποδιών (62x62 εκ.)</li>
<li>Ύψος μπράτσου 47 εκ. για άνετο στήριγμα χεριών</li>
</ul>"
285329,simple,0612701,5208067181495,"Πολυθρόνα Lounge Monter",1,0,visible,,"<!DOCTYPE html> <html lang=""el""> <head> <meta charset=""UTF-8""> </head> <body> <div style=""max-width: 600px; margin: auto;""> <p>Ανακαλύψτε την απόλυτη εμπειρία χαλάρωσης με την Πολυθρόνα Lounge Monter - τον τέλειο σύντροφο για τους λάτρεις του εξωτερικού χώρου. Δημιουργημένη από τη μοναδική ένωση ξύλου ακακίας και ανθεκτικού γκρι σχοινιού, η Monter συνδυάζει την παραδοσιακή κομψότητα με τη σύγχρονη αισθητική. Προσφέρει μια απαράμιλλη αίσθηση πολυτέλειας στον κήπο ή το μπαλκόνι σας, δημιουργώντας έναν προσωπικό χώρο ηρεμίας. Η προσεκτικά σχεδιασμένη άνεση της, μαζί με την άριστη ποιότητα κατασκευής, καθιστούν την Monter ιδανική επιλογή για κάθε περιβάλλον, εξασφαλίζοντας μακροχρόνια απόλαυση και αξέχαστες στιγμές χαλάρωσης.</p> </div> </body> </html>",,,taxable,,1,94,,0,0,11,62,78,67,1,,,"114,9","Κήπος & Εξωτερικός Χώρος",πολυθρόνα,,https://eboy.gr/app/uploads/sites/2/2026/05/polythrona-lounge-fb9624102-xylo-akakias.webp,,,,,,,,,0,B2BMarkt,ύψος,"67 εκ.",1,1,πλάτος,"78 εκ.",1,1,μήκος,"62 εκ.",1,1,B2BMarkt,76627,5208067181495,"2026-05-10 03:14:59",B2BMarkt,"<ul>
<li>Σκελετός από μασίφ ξύλο ακακίας υψηλής αντοχής σε εξωτερικές συνθήκες.</li>
<li>Κάθισμα και πλάτη κατασκευασμένα από πολυεστερικό σχοινί 6mm με γκρι απόχρωση, ανθεκτικό στην υγρασία.</li>
<li>Φυσικό φινίρισμα ξύλου με εφαρμογή ελαίου για προστασία και συντήρηση.</li>
<li>Ανθεκτική κατασκευή με ενσωματωμένη αντοχή στη φθορά και τη διάβρωση.</li>
<li>Εύκολος καθαρισμός με ήπιο σαπούνι και νωπό πανί, χωρίς ειδική περιποίηση.</li>
</ul>"
285331,simple,0612715,5208067181747,"Τραπέζι μέσης Mormont",1,0,visible,,"<p>Ανακαλύψτε την απόλυτη ισορροπία μεταξύ φυσικής ομορφιάς και σύγχρονης κομψότητας με το Τραπέζι Μέσης Mormont. Φτιαγμένο για να μεταμορφώσει τον εξωτερικό σας χώρο, συνδυάζει την ανθεκτικότητα του μασίφ ξύλου ακακίας με τη μοναδική υφή του πολυεστερικού σχοινιού σε μπεζ απόχρωση.</p> <p>Δημιουργήστε έναν χαλαρωτικό παράδεισο στην αυλή ή τη βεράντα σας, όπου η κομψότητα συναντά την άνεση. Ιδανικό για να απολαύσετε στιγμές χαλάρωσης και να φιλοξενήσετε απρόσμενους επισκέπτες, το στρογγυλό σχήμα του επιτρέπει άνετη χρήση ενώ τονίζει την αισθητική του χώρου. Διαθέτοντας διακριτικό design που ταιριάζει αρμονικά σε κάθε περιβάλλον, το τραπέζι μέσης Mormont αποτελεί την τέλεια επιλογή για όσους αναζητούν την ποιότητα χωρίς συμβιβασμούς στην αισθητική.</p>",,,taxable,,1,44,,0,0,17,60,60,40,1,,,"114,9","Κήπος & Εξωτερικός Χώρος",τραπέζι,,https://eboy.gr/app/uploads/sites/2/2026/05/trapezi-mesis-exchoroy-stroggylo-fb96262.webp,,,,,,,,,0,B2BMarkt,ύψος,"40 εκ.",1,1,πλάτος,"60 εκ.",1,1,μήκος,"60 εκ.",1,1,B2BMarkt,76628,5208067181747,"2026-05-10 03:15:35",B2BMarkt,"<ul>
<li>Κατασκευή από μασίφ ξύλο ακακίας υψηλής πυκνότητας για αυξημένη αντοχή και διάρκεια ζωής</li>
<li>Πολυεστερικό σχοινί UV προστατευμένο με ανθεκτικότητα στη φθορά</li>
<li>Φυσικό φινίρισμα επιφάνειας ξύλου που αναδεικνύει τα νερά του υλικού</li>
<li>Σταθερή στρογγυλή βάση στήριξης χωρίς δυνατότητα ανατροπής</li>
<li>Ανθεκτική κατασκευή για εξωτερική χρήση με προστασία από υγρασία</li>
<li>Εύκολη συντήρηση με καθαρισμό σχοινιού και ξύλινης επιφάνειας</li>
</ul>"
285333,simple,0612716,5208067181730,"Τραπέζι μέσης Mormont",1,0,visible,,"<p>Ανακαλύψτε την τέχνη του μοντέρνου φυσικού σχεδιασμού με το τραπέζι μέσης MORMONT - την ιδανική επιλογή για όσους αναζητούν ένα μοναδικό διακοσμητικό στοιχείο για τον εξωτερικό τους χώρο. Η αρμονική σύνθεση μασίφ ξύλου ακακίας σε γήινες αποχρώσεις και του κομψού γκρι σχοινιού δημιουργεί μια ατμοσφαιρική αισθητική που συνδυάζει το bohemian στυλ με την πολυτελή απλότητα.</p> <p>Επενδύστε σε ένα διαχρονικό κομμάτι που θα μεταμορφώσει τον κήπο ή τη βεράντα σας, προσφέροντας έναν cozy χώρο χαλάρωσης. Το στρογγυλό σχήμα και οι προσεγμένες διαστάσεις Φ60 εκ. δημιουργούν μια αίσθηση οικειότητας, ενώ η στιβαρή κατασκευή εγγυάται αντοχή στις καιρικές συνθήκες. Απολαύστε την άνεση και την κομψότητα που προσφέρει το MORMONT στην καθημερινότητά σας.</p>",,,taxable,,1,28,,0,0,17,60,60,40,1,,,"114,9","Κήπος & Εξωτερικός Χώρος",τραπέζι,,https://eboy.gr/app/uploads/sites/2/2026/05/trapezi-mesis-exchoroy-stroggylo-fb96262-1.webp,,,,,,,,,0,B2BMarkt,ύψος,"40 εκ.",1,1,πλάτος,"60 εκ.",1,1,μήκος,"60 εκ.",1,1,B2BMarkt,76629,5208067181730,"2026-05-10 03:16:10",B2BMarkt,"<ul>
<li>Κατασκευή από μασίφ ξύλο ακακίας υψηλής ποιότητας, ανθεκτικό στις εξωτερικές συνθήκες και την υγρασία</li>
<li>Επιφάνεια με φυσική απόχρωση ξύλου που αναδεικνύει τα μοναδικά νερά του υλικού</li>
<li>Πολυεστερικό σχοινί γκρι χρώματος για τη στήριξη, UV ανθεκτικό και ανθεκτικό στη φθορά</li>
<li>Στρογγυλή σιλουέτα με διάμετρο 60 εκ.</li>
<li>Ανθεκτική κατασκευή κατάλληλη για εξωτερική χρήση σε κήπο ή βεράντα</li>
<li>Συνδυασμός φυσικών υλικών (ξύλο) και συνθετικών (σχοινί) για αυξημένη αντοχή</li>
</ul>"
285335,simple,0612711,5208067181570,"Τραπέζι παραλίας Paraiso",1,0,visible,,"<!DOCTYPE html> <html lang=""el""> <head> <meta charset=""UTF-8""> </head> <body> <p>To Paraiso, το κομψό στρογγυλό τραπέζι εξωτερικού χώρου, μεταμορφώνει τον κήπο ή τη βεράντα σας σε έναν μοναδικό χώρο χαλάρωσης. Κατασκευασμένο από υψηλής ποιότητας ξύλο ακακίας σε φυσική απόχρωση, συνδυάζει την παράδοση με τη μοντέρνα αισθητική.</p> <p>Με τις χαρακτηριστικές τάβλες του και την καινοτόμο χιαστί βάση, το PARAISO προσφέρει όχι μόνο στυλ αλλά και εξαιρετική σταθερότητα. Η εργονομική του σχεδίαση και οι προσεγμένες διαστάσεις (Φ120x75Υ εκ.) το καθιστούν ιδανική επιλογή για κάθε περίσταση - από τακτικές καλοκαιρινές συγκεντρώσεις μέχρι επαγγελματικές εκδηλώσεις εξωτερικού χώρου. Εμπιστευτείτε την ποιότητα που διαρκεί στο χρόνο.</p> </body> </html>",,,taxable,,1,48,,0,0,28,120,120,75,1,,,"199,9","Κήπος & Εξωτερικός Χώρος",τραπέζι,,https://eboy.gr/app/uploads/sites/2/2026/05/trapezi-trapezarias-stroggylo-fb96245-xy.webp,,,,,,,,,0,B2BMarkt,ύψος,"75 εκ.",1,1,πλάτος,"120 εκ.",1,1,μήκος,"120 εκ.",1,1,B2BMarkt,76630,5208067181570,"2026-05-10 03:16:43",B2BMarkt,"<ul>
<li>Κατασκευή από μασίφ ξύλο ακακίας υψηλής αντοχής.</li>
<li>Επιφάνεια με τάβλες ξύλου για φυσικό και ανθεκτικό φινίρισμα.</li>
<li>Ανοιχτή φυσική απόχρωση ξύλου με ζεστή αισθητική.</li>
<li>Χιαστί μεταλλική βάση για αυξημένη σταθερότητα και αντοχή.</li>
<li>Σχεδιασμός που επιτρέπει την εύκολη συντήρηση και καθαρισμό.</li>
</ul>"
285337,simple,0612712,5208067181662,"Τραπέζι τραπεζαρίας Florian",1,0,visible,,"<!DOCTYPE html> <html lang=""el""> <head> <meta charset=""UTF-8""> <title>Τραπέζι Τραπεζαρίας Florian</title> </head> <body> <p>Αναβαθμίστε τον εξωτερικό σας χώρο με το τραπεζάκι FLORIAN - την επιτομή της κομψότητας στην επίπλωση εξωτερικού χώρου. Κατασκευασμένο από υψηλής ποιότητας μασίφ ξύλο ακακίας, διαθέτει φυσική απόχρωση που προσδίδει ζεστασιά και αισθητική ανωτερότητα στον κήπο ή τη βεράντα σας.</p> <p>Με τον κλασικό του σχεδιασμό και την ανθεκτική κατασκευή του, το FLORIAN προσφέρει όχι μόνο απαράμιλλη αισθητική αλλά και μακροχρόνια απόλαυση. Ιδανικό για χαλαρές στιγμές με την οικογένεια και φίλους, αποτελεί μια διαχρονική επένδυση που συνδυάζει στυλ και λειτουργικότητα.</p> </body> </html>",,,taxable,,1,59,,0,0,,90,180,76,1,,,"259,9","Κήπος & Εξωτερικός Χώρος",τραπέζι,,https://eboy.gr/app/uploads/sites/2/2026/05/trapezi-trapezarias-fb96248-xylo-akakias.webp,,,,,,,,,0,B2BMarkt,ύψος,"76 εκ.",1,1,πλάτος,"180 εκ.",1,1,μήκος,"90 εκ.",1,1,B2BMarkt,76631,5208067181662,"2026-05-10 03:17:16",B2BMarkt,"<ul>
<li>Κατασκευή από μασίφ ξύλο ακακίας υψηλής αντοχής</li>
<li>Επιφάνεια από διασταυρούμενες τάβλες ξύλου για φυσική αισθητική και αντοχή στην υγρασία</li>
<li>Ανοιχτή φυσική απόχρωση με ζεστή χρωματική παλέτα</li>
<li>Σχεδιασμός με τέσσερα πόδια και στρογγυλεμένες γωνίες για αυξημένη σταθερότητα</li>
<li>Προστασία από τις καιρικές συνθήκες λόγω φυσικής επεξεργασίας του ξύλου ακακίας</li>
<li>Φυσικά αναπτυσσόμενες ρωγμές ως χαρακτηριστικό της μασίφ κατασκευής (live edge)</li>
</ul>"
285339,simple,0612717,5208067181709,"Σαλόνι Solace",1,0,visible,,"<!DOCTYPE html> <html lang=""el""> <head><meta charset=""UTF-8""></head> <body> <p>Ανακαλύψτε το απόλυτο καταφύγιο χαλάρωσης στον εξωτερικό σας χώρο με το σαλόνι SOLACE. Δημιουργήστε στιγμές ευεξίας και φιλοξενίας που θα μείνουν αξέχαστες, συνδυάζοντας την κομψότητα με την άνεση.</p> <p>Με την ξεχωριστή σχεδιαστική του γραμμή και τα ζεστά γήινα χρώματα, το σετ σαλονιού εξωτερικού χώρου SOLACE μεταμορφώνει τον κήπο ή τη βεράντα σας σε έναν προσωπικό παράδεισο. Η φυσική απόχρωση του ξύλου ακακίας συνδυάζεται αρμονικά με τις εκρού λεπτομέρειες στα μαξιλάρια, δημιουργώντας ένα διαχρονικό αποτέλεσμα που προσαρμόζεται σε κάθε στυλ διακόσμησης.</p> </body> </html>",,,taxable,,1,23,,0,0,,75,74,61,1,,,799,"Κήπος & Εξωτερικός Χώρος",τραπέζι,,https://eboy.gr/app/uploads/sites/2/2026/05/set-saloni-exchoroy-4tmch-fb96261-xylo-a.webp,,,,,,,,,0,B2BMarkt,ύψος,"61 εκ.",1,1,πλάτος,"74 εκ.",1,1,μήκος,"75 εκ.",1,1,B2BMarkt,76632,5208067181709,"2026-05-10 03:17:46",B2BMarkt,"<ul>
<li>Κατασκευή από μασίφ ξύλο ακακίας υψηλής ποιότητας για ανθεκτικότητα και μακροζωία</li>
<li>Επιφάνεια με επένδυση σχοινιού που προσδίδει φυσική αισθητική και αντοχή στη χρήση</li>
<li>Μαξιλάρια σε εκρού χρώμα με σταθερό γέμισμα για άνεση καθίσματος</li>
<li>Φυσικό φινίρισμα ξύλου χωρίς πρόσθετη επεξεργασία χρωμάτων</li>
<li>Σκελετός σχεδιασμένος για εύκολη συναρμολόγηση</li>
<li>Ανθεκτική κατασκευή κατάλληλη για εξωτερική χρήση</li>
</ul>"
285341,simple,0513774,5208067210188,"Συρταριέρα Carys",1,0,visible,,"<p>Η συρταριέρα Carys συνδυάζει αρμονικά την κομψότητα με την πρακτικότητα. Με 4 ευρύχωρα συρτάρια, θα οργανώσει κάθε γωνιά του σπιτιού σας με χάρη. Η ιδιαίτερη διχρωμία φυσικού ξύλου και γκρι δημιουργεί ένα μοντέρνο αποτέλεσμα που ξεχωρίζει.</p> <p>Κατασκευασμένη από ποιοτική μελαμίνη πάχους 16mm, η Carys υπόσχεται αντοχή στο χρόνο. Τα κομψά μεταλλικά χερούλια σε μαύρο χρώμα συμπληρώνουν την αισθητική της. Με διαστάσεις που προσαρμόζονται τέλεια στους περισσότερους χώρους (75x40x83εκ), αποτελεί ιδανική επιλογή για κάθε εσωτερικό χώρο.</p>",,,taxable,,1,96,,0,0,35.5,40,75,83,1,,,"79,9",Υπνοδωμάτιο,συρταριέρα,,https://eboy.gr/app/uploads/sites/2/2026/05/syrtariera-me-4-syrtaria-fb974512-melami.webp,,,,,,,,,0,B2BMarkt,ύψος,"83 εκ.",1,1,πλάτος,"75 εκ.",1,1,μήκος,"40 εκ.",1,1,B2BMarkt,76635,5208067210188,"2026-05-10 03:18:18",B2BMarkt,"<ul>
<li>Κατασκευή από ποιοτική μελαμίνη πάχους 16mm, ανθεκτική σε γρατζουνιές και λεκέδες.</li>
<li>Επιφάνεια μελαμίνης με υψηλή σκληρότητα για εύκολη συντήρηση και καθαρισμό.</li>
<li>Διακόσμηση με διχρωμία φυσικού ξύλου και γκρι χρώματος στην επιφάνεια.</li>
<li>Εξωτερικά μεταλλικά χερούλια μαύρου χρώματος.</li>
<li>4 ευρύχωρα συρτάρια με εσωτερικές διαστάσεις 66x30x13cm το καθένα.</li>
</ul>"
285343,simple,0613369,5208067213189,"Τραπέζι Volpe",1,0,visible,,"<p>Ανακαλύψτε το τραπέζι VOLPE - την ιδανική επιλογή για τον εξωτερικό σας χώρο! Αυτό το στιβαρό και μοντέρνο τραπεζάκι καφέ/τραπέζι τραπεζαρίας ξεχωρίζει με τη μοναδική του αισθητική που συνδυάζει κομψότητα και ανθεκτικότητα. Το οβάλ design από υψηλής ποιότητας fiber cement σε γκρι απόχρωση, όχι μόνο προσδίδει μια μοντέρνα πινελιά στον κήπο ή τη βεράντα σας, αλλά προσφέρει και εξαιρετική αντοχή στις καιρικές συνθήκες.</p> <p>Με την καινοτόμο τριποδική βάση του, το VOLPE αποτελεί τον τέλειο συνδυασμό λειτουργικότητας και design. Η επιλογή αυτή δεν είναι απλά μια αγορά - είναι μια επένδυση σε ένα διαχρονικό κομμάτι που θα γίνει το επίκεντρο του εξωτερικού σας χώρου, συνδυάζοντας ποιότητα κατασκευής με άψογη αισθητική. Ετοιμαστείτε να απολαύσετε ατελείωτες στιγμές χαλάρωσης στον δικό σας προσωπικό παράδεισο.</p>",,,taxable,,1,20,,0,0,131,100,240,75,1,,,1500,"Κήπος & Εξωτερικός Χώρος",τραπέζι,,https://eboy.gr/app/uploads/sites/2/2026/05/trapezi-trapezarias-obal-fb9659901-gkri-.webp,,,,,,,,,0,B2BMarkt,ύψος,"75 εκ.",1,1,πλάτος,"240 εκ.",1,1,μήκος,"100 εκ.",1,1,B2BMarkt,76636,5208067213189,"2026-05-10 03:18:51",B2BMarkt,"<ul>
<li>Κατασκευή από Fiber Cement υψηλής αντοχής για εξωτερική χρήση</li>
<li>Επιφάνεια με φυσική υφή και αντοχή στις καιρικές συνθήκες</li>
<li>Διαμόρφωση οβάλ σχήματος με 3 πόδια στήριξης</li>
<li>Γκρι χρωματισμός με ομοιόμορφη κάλυψη επιφάνειας</li>
<li>Αντοχή σε θερμικές μεταβολές και μακροχρόνια χρήση εξωτερικού χώρου</li>
<li>Ελαφρύ βάρος για εύκολη μετακίνηση (υπονοείται από την περιγραφή υλικών)</li>
</ul>"
